"uid","name","fundCodes","workDay","return","optimal","optimalName"
"30040976","韩海平","003282,003283,009730,009731,011525,011526,165517,550004,550005",3812,27.67,"003282","信诚至裕灵活配置混合A"
"30547038","黄浩荣","002605,002612,002788,004398,004399,005289,007387,008573,008837,161608,161615,161622,161623,511910",1303,36.77,"002612","融通通慧混合A/B"
"30597905","黄惠宇","006886,009340",843,71.05,"006886","工银养老2050混合(FOF)"
"30386910","黄俊","006290,006291,007159,007160,009573",1667,68.04,"006290","南方养老2035(FOF)A"
"30181965","何晶","007155,008563,008564,161505,161506,519629,519630,519662,519663",1640,63.88,"519629","银河睿利混合A"
"30191326","胡洁","005125,006697,007873,007874,009329,162412,240019,501029,501069,501086,501090,512170,512800,512810,515000",3049,172.58,"512170","华宝中证医疗ETF"
"30056566","韩晶","005386,005387,005790,007635,007636,151002,519648,519654,519660,519661,519669,519675",4055,140.75,"151002","银河收益混合"
"30159168","胡剑","000032,000033,000436,001512,001745,001746,003214,003358,005124,006112,007104,007884,008008,009803,110007,110008,161115,161131",3279,142.18,"110008","易方达稳健收益债券B"
"30574711","何杰","002780,004634,004693,005671,005672,007041,007042,007043,009312,009313",1045,250.79,"002780","前海联合泓鑫混合A"
"30607367","侯杰","002389,002390,002657,002658,004932,004933,008456,008457,008475,008476,008791,008792",844,62.49,"004932","招商丰拓灵活混合A"
"30657417","黄珺","163804,163822",710,148.9,"163822","中银主题策略混合"
"30681621","郝杰","003123,003124,008742,350004",535,3.42,"003123","天治鑫利纯债债券A"
"30675544","何江","008291,008292,009904,009905,515350",1669,58.22,"515350","民生加银沪深300ETF"
"30491426","黄静","870008,870015,872003,872014,872015,872016,872017",478,4.91,"870008","广发乾利一年持有期债券A"
"30705027","贺剑","000573,001250,001447,001484,006722,006723,010043,010044",234,15.52,"001447","天弘惠利混合"
"30654674","何江波","000252,000253,001750,002065,002066,003605,006764,008554,009235,009685,009871,261001,261002,261101,261102",737,7.46,"003605","景顺长城景泰汇利定开债A"
"30040237","何俊春","000212,000213,290009",5125,45.97,"290009","泰信周期回报债券"
"30717058","黄继晨","501082",108,24.11,"501082","博时科创主题3年封闭混合"
"30686368","黄济宽","003888,003891,005556,005601,005602,006431,006432,006519,006520,006521,006625,007211,007336,007337,007611,007612",465,4.4,"005556","汇安裕华定开债发起式"
"30072562","黄纪亮","000191,000192,000469,000516,000517,004736,005369,005841,006684,006750,007075,007616,007617,007618,100018,100058,100072,100073,161014",2916,70.23,"100072","富国强回报定开债A/B"
"30568688","黄婧丽","006026",1118,6.97,"006026","东吴鼎泰纯债债券"
"30489618","何家琪","000014,000121,001001,001003,001011,001013,001045,001046,002166,002459,002460,010979,010980",1629,73.21,"001045","华夏可转债增强债券A"
"30692896","黄健生","002216,002217,110030",345,73.8,"002216","易方达量化策略A"
"30711020","黄佳祥","001199,001200,002337,003749,003750,006906,009459",183,1.9,"001199","创金合信聚利债券A"
"30283331","何凯","050030,050202,050203",2516,61.11,"050030","博时亚洲票息收益债券"
"30079649","何康","000086,000563,000564,000720,003938,003939,005476,006149,006517,006518,006742,007567,007568,008226,008632",2287,25.26,"003938","南方荣尊混合A"
"30546387","韩克","005897,005971,006264,007032,007033,008595,008726,008727,008911,008912,008913,009671,009672,009721,009722,010056,010057,010239,010244",901,23.03,"007032","平安可转债债券A"
"30366117","何龙","005618,005619,008837,009241,010395,010396,161601,161610",2002,151.88,"161610","融通领先成长混合(LOF)A"
"30042438","黄亮","001691,006476,007109,160140,160141,202801,501018",4256,184.2,"001691","南方香港成长(QDII)"
"30065817","洪流","007895,010437,010438,011246,011247,070011,070015,070016,501088,501091",2103,103.84,"007895","嘉实价值成长混合"
"30276858","黄力","004797,005208,006773,006774,007837,007838,008875,008876,009581,009582,010541,010542,011510,011511",2588,17.28,"005208","国寿安保安裕纯债半年定开债"
"30442421","韩林","001319,004341,660015",1753,127.73,"004341","农银尖端科技混合"
"30573382","华李成","001615,002009,002010,002592,004993,004994,009020,010188,010189,010712,010713,011393,011394,166016",1059,31.14,"002009","中欧瑾通灵活配置混合A"
"30277899","黄立华","540006",909,34.66,"540006","汇丰晋信大盘股票A"
"30362198","韩丽楠","008543,008544,673030,673040,673043,673050,673071,673073,673120,675011,675013",2026,120.48,"673120","西部利得新富混合"
"30350033","哈默","005931,005932,006035,006036,006120,007175,007560,007561,008048,008049,008508,008796,008797,009675,009676,010367,010368",1978,8.49,"006036","中融恒惠纯债C"
"30039171","何旻","000395,000396,004419,004420,004421,004422,007097,007098,008054,008055,501188",4624,29.9,"000396","汇添富安心中国债券C"
"30649446","郝淼","001128,001915",765,235.61,"001915","宝盈医疗健康沪港深股票"
"30574202","胡淼","900008,900078",157,16.95,"900008","中信证券稳健回报混合A"
"30514362","房雷","003117,003118,004457,005027,007854,360011",1514,83.29,"360011","光大动态优选混合"
"30662062","方龙","003762,003763",617,0.47,"003762","国开开泰灵活配置混合A"
"30691901","方莉","000548",366,2.02,"000548","鹏华聚财通货币"
"30301236","樊利安","000526,002059,009481,009482,009691,009692,160220,160226,501017",2314,146.84,"002059","国泰浓益灵活配置混合C"
"30304586","方旻","006034,008682,008835,008836,100032,100038,100053,161017,161039,510210",2285,225.63,"100038","富国沪深300指数增强"
"30066552","冯明远","001410,006257,007484,009437,009438,009511,010363,011188,011223,610002",1585,253.04,"001410","信达澳银新能源产业股票"
"30048332","傅鹏博","007119,007120",4047,126.49,"007119","睿远成长价值混合A"
"30687278","冯琪","001014,001739,005142,005143,006123,006124,006240,006241,008424,008425",449,55.99,"005143","中融沪港深大消费主题C"
"30705148","封晴","519698",232,57.13,"519698","交银先锋混合"
"30684221","范锐","002826,003213,003770,008936,163827",487,3.59,"163827","中银产业债债券A"
"30712445","方锐","000152,000153,006674,007946,007947,009219,009220",166,1.64,"006674","大成景旭纯债债券B"
"30581676","范庭芳","006080,006081,010286,010287,519026",543,135.32,"519026","海富通中小盘混合"
"30431557","范泰奇","001246,001619,003628,004122,008535,008536,009091,010983",1164,16.35,"003628","兴银收益增强债券"
"30296525","方纬","001048,010109,011160,011161",2272,47.31,"001048","富国新兴产业股票"
"30364706","付伟","001294,003238,519097,519150",2012,172.09,"003238","新华外延增长主题灵活配置混合"
"30698753","范文静","000300,000301",289,1.65,"000301","德邦德利货币B"
"30051723","冯烜","000963,001272,002330,010181,010182,010617,010618",1977,105.88,"001272","兴业聚利灵活配置混合"
"30692023","方晓","003545,009617,011024",362,3.96,"003545","东兴兴利债券A"
"30193851","冯小波","003640,004141,005442,009237,009238",2131,5.7,"003640","兴业裕丰债券"
"30560444","方孝成","003574,004389,007507,007508,007946,007947,007967,009221,009222,009396,009397,009495,009496",1200,9.31,"003574","大成惠利纯债"
"30589220","范习辉","004148,006969,009054",913,142.68,"004148","圆信永丰多策略"
"30474681","方旭赟","004225,004226,004629,004760,004761",1691,44.27,"004760","国寿安保稳瑞混合A"
"30072426","范妍","001736,004958,004959,005108,008245,008246,008311,008312,010064,010065",1942,242.8,"001736","圆信永丰优加生活"
"30546172","费逸","002133,002939,010026,010161,010162,011136,011137,270021",1312,174.57,"270021","广发聚瑞混合A"
"30459969","樊勇","002586,002587,002844,003853,005885,011260,011261",862,274.48,"003853","金鹰信息产业股票A"
"30683401","冯赟","006009,006010,006231,006232,006601,006602,006718,006719,007381,007382",501,34.79,"006718","国融融盛龙头严选混合A"
"30713420","方圆","920012,920926",156,-5.45,"920012","中金汇越量化3个月定开混合A"
"30715730","樊艳","970006,970007,970008",123,0.55,"970006","华安证券汇赢增利一年持有混合A"
"30690105","傅瑶纯","004998,004999,519981",415,15.82,"004999","长信全球债券美元"
"30587429","方钰涵","001766,001984",932,134.19,"001766","上投摩根医疗健康股票"
"30716736","傅煜清","540005,541005",2,0.01,"540005","汇丰晋信平稳增利中短债A"
"30079451","冯雨生","003658,006478,080003,080005",3512,105.63,"006478","长盛多因子策略优选"
"30040221","傅友兴","009326,009951,009952,270002,501070",2937,196.99,"270002","广发稳健增长混合A"
"30663622","樊亚筠","860012,860033",82,0.9,"860012","光大阳光稳债收益12个月持有债券A"
"30643768","冯正彦","006603,006803,070031",731,44.83,"006803","嘉实互通精选股票"
"30338741","高兵","001822,001933",1891,101.12,"001822","华商智能生活灵活配置混合"
"30362194","过蓓蓓","000248,007076,007077,007153,007154,159839,159912,159928,159929,159930,159931,470068,501009,501010,501011,501012,501057,501058,512820,515800",2028,302.67,"159928","汇添富中证主要消费ETF"
"30067732","郭晨","001313,001482,005593,379010",3595,167.38,"379010","上投摩根中小盘混合"
"30574435","葛晨","009468,009469,010994,010995,050026",1048,181.47,"050026","博时医疗保健行业混合A"
"30692445","高琛","952013,952313",96,13.87,"952013","国君资管君得益三个月持有混合A"
"30164234","郭成东","010783,010784",757,17.35,"010783","德邦沪港深龙头混合A"
"30402730","高春梅","007770,007771,008728,008729,009278,009279",542,55.59,"007770","同泰开泰混合A"
"30590412","高崇南","000199",901,82.36,"000199","国泰量化策略收益混合"
"30541989","甘传琦","001387,001388,001701,010008,010009,010613,010614,010697,010698,168207",1356,177.51,"001701","中融产业升级混合"
"30201299","刚登峰","001712,002803,003396,004278,169103",2118,186.62,"169103","东方红睿轩三年定开混合"
"30697836","谷丹青","001530,003734,003735,007703,007704",88,4.41,"001530","万家瑞富灵活配置混合"
"30698889","高德勇","005056,005057,005058,007864,007865,010700",285,1.79,"005057","东方红货币B"
"30073052","郭斐","008955,519727,519778",1243,225.97,"519778","交银经济新动力混合"
"30660830","高峰","004488,005229,007815,007816,008154,008155,159823,159852,159951,159955,160717,160719,512550,515860,515870,515960,517200",690,88.09,"159955","嘉实创业板ETF"
"30715452","葛飞","001859,001860",127,0.53,"001859","大摩增值18个月开放债券A"
"30664786","顾凡丁","165510,165513",674,17.35,"165510","信诚四国配置"
"30137724","观富钦","005310,010236",1103,108.4,"005310","广发电子信息传媒股票A"
"30132980","高钢杰","007410,007411,009374,009375,159810,512590,515780",704,59.52,"515780","浦银安盛MSCI中国A股ETF"
"30196298","谷衡","000402,000403,009655,010510,482002,485007,485020,485022,485107,485120,485122",3021,22.16,"482002","工银货币"
"30688160","郭卉","004031,004459,007761,008139,008229,008806,010459",436,5.43,"004459","鑫元瑞利定期开放债券"
"30298944","葛鹤军","003102,003103,003199,003200,006902,006903,010580",2185,6.43,"003199","长盛盛琪一年债券A"
"30273057","高海宁","008433,008434",703,3.5,"008434","凯石岐短债C"
"30040233","过钧","002095,002096,006727,006728,010904,010905,010924,050011,050111",6029,275.08,"050011","博时信用债券A/B"
"30192538","郭杰","001076,001382,007548,010196,010197",2901,182.8,"001382","易方达国企改革混合"
"30719032","高洁","004865,004866,010145,010146",80,1.13,"010146","格林中短债债券C"
"30664842","宫健","970018,970019",33,-0.02,"970019","方正证券金港湾六个月持有债券C"
"30655716","龚佳佳","005873,005874,159835,159956,159978,512530,513680,515560,515620,516680",729,100.83,"159956","建信创业板ETF"
"30075049","盖俊龙","010434,168401",2102,115.75,"168401","红土创新转型精选灵(LOF)"
"30682744","郭纪亭","003561,003562,007152,570005",514,52,"570005","诺德成长优势混合"
"30519597","郭建新","004072,004073,004093,007115",1488,17.1,"004093","金元顺安桉盛债券A"
"30316128","高靖瑜","000757,001563,410006",2259,83.02,"001563","华富健康文娱灵活配置混合"
"30699498","耿嘉洲","006281",282,86.21,"006281","万家人工智能混合"
"30382326","郭堃","009800,009801,010155,010156,010885,010886,160813,519039",1731,97.98,"160813","长盛同盛成长优选(LOF)"
"30435557","归凯","000595,000751,001759,009137,009795,010186,010187,070002,070022",1808,228.19,"000595","嘉实泰和混合"
"30718927","高凯","010404",58,3.44,"010404","博道盛利6个月持有期混合"
"30324814","葛兰","001000,003095,003096,006228,006229,009776,009777",2054,313.54,"003095","中欧医疗健康混合A"
"30338356","光磊","000867,004284,006881,009189,240020",2144,188.91,"240020","华宝医药生物混合"
"30674079","高兰君","001007,004076,006568",610,143.94,"001007","国联安鑫安灵活配置混合"
"30352218","龚丽丽","007800,007983,007984,010531,163115,163116,163118,310398,510600,515200",1951,106.99,"515200","申万菱信中证研发创新100ETF"
"30639816","郭敏","003265,003266,003859,003860,004780,005719,006629,006630,008774,008775,010753",806,11.16,"003859","招商招旭纯债A"
"30561920","高楠","006049,006299,007192,007193,010622,010623,010701,010702,011416,011417",1065,62.1,"006049","恒越研究精选混合A/B"
"30716016","高鹏飞","002630,002631",117,25.02,"002630","江信瑞福灵活配置混合A"
"30132847","谷琦彬","007202,420001,420005",1023,134.27,"420005","天弘周期策略混合"
"30565979","葛秋石","110009",1058,155.37,"110009","易方达价值精选混合"
"30081372","高群山","008452,008453",703,13.07,"008452","兴全恒鑫债券A"
"30176884","郭锐","002249,009362,009363,009695,009696,217009,217010",3147,182.94,"217009","招商核心价值混合"
"30099536","郭睿","002621,002697,005620,005621,010336,010337",1105,157.99,"005620","中欧品质消费股票A"
